90,Npath,1992,7443.65
91,Dablist,1996,9288.14
92,DabZ,2003,8808.02
93,Rhybox,2010,9714.8
94,Oyondu,1993,7572.05
95,Photofeed,1995,4305.44
96,Devpoint,2008,5255.3
97,Linktype,2000,3036.03
98,Einti,1990,3442.07
99,Realcube,2011,3700.82
100,Tanoodle,2006,1695.64
101,Zazio,2000,6142.27
102,Realblab,2008,2115.05
103,Fanoodle,2005,588.49
104,Kayveo,2009,1465.61
105,Skivee,1988,6494.26
106,Bluejam,2006,6244.59
107,Abatz,1995,1013.49
108,Photofeed,1996,5109.28
109,Twiyo,1984,2045.64
110,Zoonoodle,1994,3117.4
111,Npath,2001,8770.16
112,Dynazzy,1997,5568.92
113,Riffwire,1970,3840.15
114,Trunyx,2003,9233.97
115,Midel,1995,1263.11
116,Fivechat,1994,8179.09
117,Meevee,2001,3671.19
118,Jetpulse,1992,3175.39
119,Meevee,1993,3015.0
120,Twimm,2009,3512.09
121,Eire,2001,8429.86
122,Muxo,2010,7087.39
123,Rhyzio,2012,9016.2
124,Mymm,2010,8194.87
125,Edgepulse,2003,7217.83
126,Twimm,2001,3530.8
127,Brainverse,1991,4191.84
128,Trudeo,2006,3356.58
129,Mynte,2004,4574.72
130,Oozz,2012,2289.0
131,Photobug,2001,8802.18
132,Trilith,2012,9241.65
133,Oyondu,1992,8115.18
134,Twimm,1998,1514.32
135,Vidoo,2007,2577.95
136,Realcube,2000,2211.45
137,Midel,2006,4668.03
138,Twinder,1994,6495.63
139,Cogidoo,1995,6214.43
140,Tagtune,1990,1159.03
141,Janyx,2007,7811.08
142,Pixonyx,2008,4119.78
143,Trunyx,1995,2317.5
144,Youopia,2004,9576.55
145,Edgeclub,2008,9567.84
146,Roomm,2003,5517.77
147,Skajo,2009,5459.57
148,Eayo,1989,5570.33
149,Brainsphere,2012,1004.41
150,Fadeo,2010,2281.89
151,Topicblab,1992,9269.72
152,LiveZ,1999,8830.47
153,Mydo,1998,5578.33
154,Skiptube,1985,647.5
155,Ntags,2007,9879.44
156,Skaboo,2008,9825.87
157,Ainyx,1989,1054.19
158,Tagfeed,2005,8054.05
159,Centizu,1992,3429.99
160,Roombo,2005,8136.75
161,Skinix,1972,3537.81
162,Linklinks,1998,5147.08
163,Realbuzz,2000,6033.08
164,Gigashots,1998,8674.12
165,Zoombox,2010,4463.38
166,Divape,1961,8535.86
167,Flashset,2000,5547.85
168,Realcube,2009,845.44
169,Tagchat,1994,5042.01
170,Devpulse,1995,9021.14
171,Omba,2002,7656.7
172,Flashdog,2003,1455.25
173,Topiczoom,2011,9111.45
174,Zoombox,2010,8362.19
175,Jazzy,2008,6687.53
176,Dazzlesphere,1987,8084.78
177,Dabfeed,2004,6032.9
178,Katz,2011,9649.26
179,Dabtype,2009,5241.02
180,Gigashots,2001,9655.12
181,Dynazzy,2001,4269.6
182,Tagfeed,2010,7190.02
183,Vimbo,2001,9212.9
184,Rhynoodle,2010,306.54
185,Zooxo,1998,9011.05
186,Edgetag,2006,734.33
187,DabZ,1995,2896.54
188,Tanoodle,2010,3636.08
189,Tagtune,1976,7048.94
190,Oloo,1990,9070.08
191,Skyba,2008,5777.16
192,Blogtags,2004,7467.38
193,Dabtype,1985,5973.16
194,Oodoo,2005,2171.95
195,Yoveo,1997,654.62
196,Jaxworks,2006,9530.0
197,Voonte,2010,7894.96
198,Jabbersphere,1991,1294.87
199,Myworks,1989,3013.17
200,Talane,1997,1800.19
201,LiveZ,2007,6975.83
202,Katz,1989,5855.11
203,Innotype,2005,7334.2
204,Zoozzy,1995,33.44
205,Realcube,1995,9955.09
206,Mymm,2013,8513.32
207,Tagopia,2009,9811.01
208,Mycat,2002,5858.73
209,Jatri,2006,1918.54
210,Quinu,1992,335.86
211,Jayo,2005,6825.08
212,Linkbridge,2010,8779.34
213,Divape,2003,8442.09
214,Twitternation,2012,1634.61
215,Ozu,2009,8438.49
216,Riffpedia,2007,6512.72
217,Edgepulse,2010,5469.55
218,Muxo,2007,4163.75
219,Buzzdog,2005,4376.1
220,Tekfly,1998,8926.27
221,Browseblab,1988,4855.31
222,Thoughtsphere,2006,5397.74
223,Jabbersphere,1989,8635.28
224,Viva,1986,5372.52
225,Gigashots,1996,9785.46
226,Jabbersphere,2011,210.34
227,Eayo,2000,7395.78
228,Kwimbee,2009,3526.57
229,Tanoodle,1996,7.72
230,Browsecat,2009,2142.94
231,Shufflester,2008,7165.16
232,Einti,2005,8931.05
233,Brainlounge,1966,1038.92
234,Eimbee,2009,7175.37
235,Twitternation,1996,8791.16
236,Linkbridge,1998,8247.27
237,Skyble,1995,9853.72
238,Jaxworks,1993,8860.17
239,Innotype,2004,9364.87
240,Skilith,1997,9040.03
241,Pixonyx,1992,1332.0
242,Voonder,2003,4478.46
243,Twiyo,1998,3020.61
244,Mydo,2004,325.81
245,Ainyx,2007,190.22
246,Realpoint,2011,5077.27
247,Cogidoo,2004,8081.4
248,Thoughtmix,1999,8901.36
249,Roombo,1997,5118.0
250,Skajo,2006,7759.04
251,Wikizz,1987,2677.72
252,Youtags,1994,2777.25
253,Oyondu,2013,6670.12
254,Skajo,1995,1429.47
255,Ainyx,2000,7803.83
256,Podcat,1997,5136.79
257,Gevee,2006,652.24
258,Twitterlist,2008,5988.11
259,Eimbee,2006,9424.25
260,Realcube,2004,3308.79
261,Edgewire,2011,8636.52
262,Skibox,2009,3260.35
263,Snaptags,2001,9563.66
264,Skajo,2002,3234.39
265,Npath,1998,2479.15
266,Photospace,2006,3830.44
267,Brainbox,1994,4704.69
268,Photospace,2009,9928.73
269,Bubbletube,2000,6536.97
270,Gigazoom,2000,5768.99
271,Meeveo,2003,4285.19
272,BlogXS,2001,8552.12
273,Devshare,2008,2866.22
274,Realcube,2007,4785.95
275,Eimbee,2007,3345.34
276,Tavu,1993,1303.52
277,Zazio,1989,9513.94
278,Muxo,2002,2406.37
279,Photolist,1987,2536.08
280,Avaveo,2007,7528.07
281,Yacero,2006,2639.98
282,Flipbug,2006,7300.63
283,Lajo,1988,83.92
284,Tagpad,1999,1896.78
285,Skimia,2003,2730.48
286,Photobug,2009,1431.26
287,Fliptune,2010,11.38
288,Tagpad,1988,8307.3
289,Pixope,2008,877.48
290,Miboo,2000,1053.05
291,Topicware,2001,565.12
292,Browseblab,1986,7395.77
293,Tambee,2009,2127.01
294,Devpulse,2012,1813.82
295,Livefish,1996,6063.36
296,Trilith,2006,6524.44
297,Oyoba,1982,1218.36
298,Rhybox,2005,7605.06
299,Flashpoint,1992,6422.84
300,Teklist,2007,6804.84
301,Demimbu,2011,6821.24
302,Jabberstorm,1993,1952.83
303,Buzzster,2009,5928.3
304,Skinix,1998,1346.79
305,Aibox,2012,6094.65
306,Linklinks,2007,4217.19
307,Snaptags,2012,8101.19
308,Kayveo,2007,9550.45
309,Topicblab,2010,4533.76
310,Yacero,2006,523.1
311,Talane,2012,9615.14
312,Yotz,2011,6510.95
313,Rhyzio,2011,5830.47
314,Realbuzz,1961,4634.53
315,Jabberbean,2006,6596.17
316,Viva,2012,2545.07
317,Wikido,2001,585.88
318,Midel,2004,5515.43
319,Skinder,2005,9070.81
320,Avamm,2002,278.27
321,Gabtype,2009,3504.66
322,Realfire,2012,6668.54
323,Quamba,1990,2322.67
324,Gabtune,2006,6921.46
325,Shufflester,2003,741.29
326,Skiba,2005,5705.69
327,Feednation,2007,3182.3
328,Fivebridge,1995,2043.69
329,Abata,2008,1597.52
330,Devpulse,2008,6932.32
331,Skibox,2002,1971.65
332,Feedbug,1993,4727.84
333,Shufflebeat,2003,4395.42
334,Skinix,1999,1760.09
335,Jayo,1984,2325.07
336,Skiptube,2004,6471.6
337,DabZ,2002,7621.26
338,Midel,1987,5810.33
339,Miboo,1999,2791.91
340,Myworks,2012,500.53
341,Fivespan,2001,5833.19
342,Tagopia,2012,2413.73
343,Tazzy,1964,1295.07
344,Yakitri,2007,7832.42
345,Twitterwire,2006,9826.24
346,Kwilith,1988,1651.38
347,Realbridge,2003,3178.19
348,Aibox,1998,8034.87
349,Katz,2006,6850.51
350,Ailane,1988,2357.13
351,Buzzster,2011,8002.44
352,Eidel,1990,1108.58
353,Demivee,1995,6425.54
354,Ailane,1995,872.22
355,Bluezoom,2001,80.09
356,Eadel,1991,3517.97
357,Vipe,2009,1163.68
358,Yakidoo,2007,1672.65
359,Gabvine,1997,2429.32
360,Kwilith,2010,6195.27
361,Skyba,2009,1615.95
362,Muxo,1991,9259.86
363,Layo,1994,6237.22
364,Twitterworks,1985,38.96
365,Edgeify,2012,8659.76
366,Demivee,1988,6933.6
367,Livetube,2011,5200.26
368,Abatz,1993,1671.49
369,Oodoo,2002,452.44
370,Photobean,1993,1419.18
371,Voonder,2010,4970.62
372,Kwimbee,1998,4430.19
373,Eire,2007,4325.78
374,Photospace,2010,57.34
375,Oyoloo,2004,4618.07
376,Voonte,2002,4893.23
377,Oloo,2003,537.8
378,Voonix,1993,9907.03
379,Quimm,2006,8214.16
380,Jaxworks,1983,2249.13
381,Dabshots,1998,5805.58
382,Photobug,2006,7070.6
383,Rhynoodle,2006,5397.62
384,Quire,2009,4817.68
385,Oba,2011,2320.05
386,Zava,1999,3379.75
387,Mymm,1987,989.05
388,Lazzy,2001,3100.38
389,Trudoo,1993,3836.78
390,Topicblab,2006,4086.85
391,Gigaclub,2002,1805.47
392,Agivu,1986,3985.88
393,Skidoo,1995,1311.15
394,Dabvine,2002,3949.56
395,Vinte,1993,6010.72
396,Babbleopia,2007,7694.75
397,Leexo,1968,1576.66
398,Wikibox,2007,8463.73
399,Blogspan,2012,7239.87
400,Devify,2005,572.72
401,Fadeo,2006,4508.59
402,Zoozzy,2010,7412.89
403,Feedspan,1993,8988.99
404,Yombu,1995,473.96
405,Shufflester,2012,3278.25
406,Kazu,2003,8863.82
407,Bubbletube,1997,7790.34
408,Jabberstorm,1992,8138.16
409,Zoomlounge,2008,3634.48
410,Tazz,1999,7086.01
411,DabZ,2008,9776.7
412,Mycat,2005,8225.31
413,Npath,2007,1317.83
414,Babbleblab,1989,740.2
415,Eire,1993,9554.7
416,Jabbersphere,2008,4606.47
417,Pixonyx,2001,9937.84
418,Fiveclub,2003,6950.19
419,DabZ,1998,5039.44
420,Twinte,1999,4393.89
421,Zoomdog,1994,6489.83
422,Podcat,2000,3840.14
423,Devpulse,1989,8309.07
424,Jabbercube,2005,5712.94
425,Topiczoom,2012,3591.07
426,Buzzster,2009,5005.55
427,Skalith,1996,6981.36
428,Oyoloo,1987,8824.38
429,Avamm,1995,641.75
430,Buzzdog,2012,1613.38
431,Zoomcast,1994,2971.81
432,Oyope,1992,3812.61
433,Quimm,2008,5245.32
434,Voonix,2001,9068.79
435,Skalith,1994,8894.04
436,Buzzshare,2009,9698.09
437,Trilia,2010,582.85
438,Zoomcast,2006,4180.62
439,Mybuzz,2006,178.83
440,Jetwire,2005,6376.49
441,Yodel,2010,2273.31
442,Janyx,1993,513.12
443,Rhycero,1984,5058.57
444,Thoughtsphere,2000,5730.42
445,Fiveclub,1987,7518.73
446,Gigabox,2011,806.16
447,Mynte,1993,8762.54
448,Flashset,1996,6342.87
449,Dablist,2012,5530.61
450,Divavu,1999,6003.16
451,Edgepulse,2004,1314.58
452,Cogilith,2002,9190.06
453,Skibox,1999,4641.08
454,Livetube,2002,3286.14
455,Voonte,1994,1394.9
456,Meemm,1995,6985.29
457,Skibox,2006,6244.37
458,Skajo,2006,9082.59
459,Dablist,1996,8102.65
460,Topicware,1990,3555.98
461,Demizz,1991,8452.74
462,Dabtype,1999,350.09
463,Plambee,2007,1859.35
464,Trilia,1969,7412.71
465,Skyble,2004,7614.94
466,Dynava,2009,993.18
467,Buzzbean,1998,4737.18
468,Kamba,2004,5265.76
469,Mynte,2009,6756.7
470,Wikido,1974,9508.19
471,Babbleopia,2004,3924.29
472,Photospace,2011,9826.21
473,Skiptube,1989,6637.98
474,Oodoo,2008,4235.92
475,Eazzy,2011,4299.47
476,Quire,1986,1726.88
477,Tekfly,1992,7957.77
478,Aimbu,2009,2180.96
479,Edgepulse,1990,9514.2
480,Vimbo,1994,4339.81
481,Jabbercube,2012,6283.0
482,Zava,1998,9720.41
483,Yodo,2008,8988.9
484,Zoozzy,2007,1210.71
485,Mydeo,2009,5829.3
486,Devpoint,2008,2623.59
487,Skidoo,2005,9450.87
488,Vinder,1996,4494.62
489,Dabvine,1995,6205.94
490,Wikibox,2010,6670.23
491,Blogtags,2000,8513.96
492,Podcat,1998,6571.67
493,Quinu,2009,9971.51
494,Yodel,1976,9516.09
495,Flashdog,1988,2879.4
496,Eare,2001,7018.3
497,Yodoo,2008,1959.76
498,Realbuzz,2007,9760.79
499,Voonyx,2012,4876.44
500,Flipopia,1988,8368.73
501,Roomm,2011,1882.99
502,Devpoint,2009,601.66
503,Edgetag,1996,2148.19
504,Twitternation,1992,2549.73
505,Jamia,1997,3420.86
506,Aivee,1993,3947.95
507,Babblestorm,2008,1304.71
508,Youspan,2011,2083.5
509,Meembee,1992,7040.45
510,Trilith,2006,489.32
511,Kwilith,2007,2403.31
512,Devshare,1996,365.04
513,Zoovu,1985,5497.49
514,Gevee,2013,9217.56
515,Gigaclub,1990,6725.32
516,Tambee,2001,5033.06
517,Skiptube,2006,1565.98
518,Meeveo,1996,1545.7
519,Meembee,2002,4493.27
520,Dynava,1961,267.97
521,Yombu,1996,2692.53
522,Mydeo,2012,4976.86
523,Trunyx,2003,1019.85
524,Yabox,1999,6388.18
525,Trilia,1997,6014.03
526,Dynabox,1984,6409.52
527,Demivee,2012,6657.59
528,Feedfish,1966,3146.67
529,Skipfire,2009,8883.23
530,Zoonoodle,2003,6264.46
531,Skinte,1984,3651.12
532,Viva,1997,2925.75
533,Lazz,2009,3742.42
534,Lazzy,2010,4895.49
535,Voonyx,1989,9206.36
536,Layo,1985,7417.68
537,Mymm,1994,5305.31
538,Kimia,2002,6871.28
539,Katz,1999,6866.74
540,Thoughtbeat,2004,4704.69
541,Tazz,1998,4171.87
542,Lajo,1993,662.86
543,Skimia,2000,4849.06
544,Mynte,2002,8805.27
545,Shuffledrive,2006,1973.94
546,Topicware,1997,1141.67
547,Fivebridge,2011,5910.29
548,Minyx,2009,5755.68
549,Edgewire,1992,8739.12
550,Edgeblab,2005,4551.58
551,Photobug,2010,9713.54
552,Bubblemix,1994,9670.67
553,Devpulse,1995,3822.22
554,Flashspan,1993,2266.67
555,Twitterworks,2006,5626.36
556,Wordpedia,2010,6379.35
557,Einti,2002,5076.78
558,Blogtags,1996,6126.85
559,Thoughtstorm,2003,2501.14
560,Blogtags,1995,7685.45
561,Fivebridge,2001,2155.96
562,Linkbridge,1987,5565.94
563,Photobug,2011,8568.37
564,Avamm,2005,1468.88
565,Dynabox,1986,277.03
566,Photospace,1968,6470.96
567,Edgeblab,2001,2579.15
568,Dabfeed,2008,886.51
569,Shuffletag,2012,9298.53
570,Jetpulse,2006,1747.33
571,Edgewire,2006,7407.83
572,Feedfish,1999,819.65
573,Mynte,2009,9736.98
574,Voonder,2000,2145.11
575,Realblab,2012,5855.85
576,Wikizz,2007,512.91
577,Buzzster,2008,7940.82
578,Jamia,2002,2511.39
579,Linktype,2007,7649.94
580,Digitube,2011,6239.91
581,Tagchat,1985,3160.25
582,Ooba,2010,6952.75
583,Quinu,1992,4356.46
584,Linktype,2002,6144.72
585,Skyba,1987,9621.23
586,Livepath,1969,8768.49
587,Vidoo,1985,6698.37
588,Realcube,2007,1124.91
589,Divanoodle,2006,1240.63
590,Kanoodle,1995,9389.48
591,Blognation,1993,6931.88
592,Ntags,2007,1816.19
593,Yodoo,2005,976.25
594,Yacero,2006,6619.19
595,Avaveo,2010,5749.25
596,Kimia,2001,3960.6
597,Buzzbean,2010,3014.23
598,Livetube,1997,2213.66
599,Brainlounge,2000,2138.44
600,Voonyx,1965,7691.97
601,Kwilith,2011,1684.7
602,Skimia,1994,4216.16
603,Topdrive,2008,9576.72
604,Fivebridge,1987,5426.77
605,Rhycero,2001,2261.06
606,Eayo,2006,6964.11
607,Kamba,2005,6163.77
608,Skimia,1993,1937.09
609,Photospace,2003,2080.15
610,Abatz,1986,4487.67
611,Kare,2009,5549.17
612,Npath,2005,2724.31
613,Jaxnation,2001,4868.53
614,Divanoodle,2002,5035.37
615,Tagpad,2005,4538.38
616,Twinte,1997,2521.98
617,Pixope,1995,6800.96
618,Jaxnation,2004,9683.92
619,Thoughtstorm,1999,8750.81
620,Zooxo,1995,5262.4
621,Rhynyx,1991,9266.62
622,Yakijo,2002,5303.57
623,Dynazzy,2001,5770.83
624,Blogpad,1997,5807.48
625,Camimbo,1997,2250.9
626,Skyndu,2004,7176.04
627,Devcast,1985,811.46
628,Tazzy,2004,4714.85
629,Voomm,1997,8227.93
630,Edgeblab,1965,4997.48
631,Livefish,1993,3459.62
632,Twitterlist,2001,9690.8
633,Jetpulse,2010,4597.52
634,Youfeed,1976,6896.02
635,Eadel,2008,6112.2
636,Yambee,2001,913.89
637,Einti,2008,5023.52
638,Jaxworks,2001,1448.46
639,Skajo,1999,6495.61
640,Brightbean,2007,4195.45
641,Meembee,2012,9042.54
642,Gabvine,1997,2737.24
643,Fliptune,1984,7138.75
644,Zoomlounge,1992,898.62
645,Leexo,2006,2365.74
646,Zoombox,2001,9047.02
647,Livetube,1985,6018.98
648,Eidel,1987,8805.06
649,Nlounge,1991,4791.56
650,Quire,1996,142.85
651,Jetpulse,2009,6691.37
652,Yoveo,1994,3705.1
653,Youfeed,1989,4724.49
654,Pixoboo,2003,1736.9
655,Blogtag,1992,8166.67
656,Thoughtsphere,2003,9397.53
657,Dabvine,1994,9924.78
658,Blognation,2006,1893.19
659,Zoombeat,1993,5032.41
660,Digitube,1989,7630.43
661,Blognation,1988,243.54
662,Yambee,1987,2794.52
663,Vipe,1999,1993.93
664,Gabtype,2012,6055.04
665,Ntags,2007,1208.17
666,Agimba,2012,1801.48
667,Vitz,2003,4813.3
668,Thoughtsphere,2010,5278.46
669,Jaxnation,1997,9371.99
670,Rooxo,1996,1447.17
671,Rhycero,1984,8263.91
672,Flipopia,1987,6075.99
673,Dabtype,2011,3123.15
674,Yodel,2003,6933.91
675,Plajo,2008,4843.57
676,Omba,1988,2106.85
677,Camido,2009,628.99
678,Rhynoodle,2012,3916.58
679,Photojam,2001,6609.34
680,Layo,1997,9386.18
681,Riffpath,1968,1660.79
682,Skyvu,2005,9144.52
683,Shufflebeat,2008,1823.02
684,Twimm,2007,6556.18
685,Trudoo,1997,6800.87
686,Jabberstorm,2002,5086.99
687,Jabbersphere,1992,554.45
688,Zooveo,2011,5530.09
689,Zooveo,2009,9199.87
690,Realblab,2003,1204.18
691,Fatz,2010,4448.59
692,Plambee,2000,1675.07
693,Topicblab,2010,3524.05
694,Yacero,1993,3731.48
695,Twinder,1985,9079.87
696,Ntag,1995,7235.05
697,Yodoo,2006,7410.0
698,Kimia,2003,105.4
699,Gabtype,1994,1393.9
700,Katz,1997,1364.23
701,Kwimbee,1992,8712.35
702,Flashspan,2012,2720.29
703,Jabberbean,1996,9634.62
704,Jabbersphere,1989,3260.35
705,Gabvine,1994,2478.14
706,Jaxbean,2000,8575.43
707,Dabtype,1999,1181.18
708,Gabtype,1988,7319.83
709,Eadel,1997,8842.52
710,Chatterbridge,1965,8149.34
711,Voonder,2001,2566.63
712,Dabfeed,2001,8028.95
713,Skipstorm,2005,4286.81
714,Reallinks,1985,9514.32
715,Voolia,1997,3734.88
716,Dabvine,1992,8619.02
717,Voonder,2008,9392.64
718,Gigashots,1988,4905.15
719,Photojam,2011,1453.26
720,Browsebug,1965,6175.49
721,Edgeclub,1999,429.64
722,Livepath,2001,773.88
723,Photobug,2011,4247.4
724,Aibox,1998,770.78
725,Yacero,1997,2584.13
726,Roodel,1996,4750.84
727,Devbug,2010,8949.6
728,Centimia,2008,5085.98
729,Livetube,1996,7849.96
730,Zava,1990,1816.58
731,Jetwire,2004,6034.76
732,Yata,1993,1272.15
733,Roodel,1995,1904.98
734,Twitternation,1994,6620.44
735,Mynte,2011,851.95
736,Linkbridge,2001,1855.61
737,Shuffledrive,1987,5632.47
738,Eimbee,2010,1914.19
739,Skidoo,1992,3540.7
740,Quimba,2012,4409.32
741,Dabvine,2006,104.51
742,Skalith,1995,9195.5
743,Kayveo,2005,1723.78
744,Realfire,2006,6743.37
745,Brainbox,1997,7366.96
746,Realbridge,2009,3136.32
747,Skynoodle,2008,1325.91
748,DabZ,1987,5988.28
749,Jayo,1999,972.06
750,Divanoodle,2008,1483.4
751,Devcast,2004,4658.68
752,Zoomcast,2007,2128.06
753,Jayo,1997,2279.35
754,Photobug,2007,5634.89
755,Avamba,2006,1942.68
756,Tagtune,2010,3351.35
757,Oyondu,2009,7876.04
758,Twinder,2008,8098.57
759,Jabbertype,2001,2467.58
760,Youopia,2011,7447.08
761,Miboo,2001,8584.23
762,Babbleset,1995,4235.01
763,Thoughtblab,1994,6472.64
764,Einti,2011,5631.57
765,Blogtag,1990,2637.29
766,Fivechat,2000,4998.77
767,Thoughtstorm,1993,3245.59
768,Cogilith,2008,4569.47
769,Flipbug,2008,9657.28
770,Gabvine,2007,9289.89
771,Avavee,1986,6566.23
772,Camimbo,1998,79.25
773,Ntags,2007,9745.55
774,Realbridge,2000,3459.53
775,Dabjam,1993,1880.32
776,Jatri,1992,1151.54
777,Npath,2005,3384.56
778,Flipopia,1999,9339.57
779,Photobean,1998,4471.72
780,Edgewire,2011,4670.46
781,Browsezoom,2000,4400.17
782,Yozio,2005,1585.03
783,Innotype,1985,1628.85
784,Livetube,1974,1095.54
785,Linktype,2005,6385.9
786,Feedspan,1988,143.01
787,Aivee,2002,5523.08
788,Meetz,1984,9001.8
789,Zoomcast,2001,1414.2
790,Myworks,1995,5201.26
791,Meembee,1989,3963.28
792,Trudeo,1994,2451.22
793,Bubblebox,2009,2291.62
794,Flashspan,1998,4465.33
795,Jayo,1984,2435.52
796,Fliptune,2006,9998.87
797,Oodoo,2000,1633.82
798,Jabbersphere,1996,910.25
799,Blogspan,1996,9324.93
800,Innojam,1985,6532.94
801,Fatz,1995,4742.34
802,Midel,1992,2631.85
803,Thoughtblab,1971,2992.01
804,Fanoodle,2003,7610.68
805,Zoomzone,1996,2866.21
806,Topdrive,2007,2742.6
807,Gigashots,2002,6956.84
808,Mudo,1999,4709.65
809,Topicstorm,2009,8100.62
810,BlogXS,2000,6733.43
811,Babbleset,2012,2023.2
812,Yozio,2012,9408.0
813,Jaxworks,2006,7633.0
814,Skipstorm,2008,2428.5
815,Mydo,1996,4225.62
816,Ooba,1997,5438.53
817,Mita,2004,1916.55
818,Thoughtstorm,2008,2992.82
819,Jabbersphere,1999,7750.1
820,Devpoint,1995,6509.98
821,Mynte,1993,4081.13
822,Ntag,2009,298.45
823,Kwinu,2007,3603.27
824,Babbleset,2011,8632.35
825,Jaxnation,1997,5063.53
826,Blogtag,2002,5493.08
827,Gigabox,2002,4135.38
828,Rooxo,1996,2443.75
829,Thoughtbridge,2011,8432.12
830,Aimbu,1996,4548.45
831,Vimbo,2007,6956.25
832,Gigabox,1986,6657.28
833,Aimbu,2006,5854.66
834,Agimba,2007,2537.96
835,Bubbletube,1997,4204.62
836,Brainsphere,2011,954.29
837,Thoughtbeat,1997,8035.58
838,Kimia,2004,2096.89
839,Trilith,1997,3655.11
840,Realblab,2003,3017.44
841,Skynoodle,2007,9428.48
842,Devpulse,2012,7183.15
843,Pixonyx,2010,4069.38
844,Abatz,1989,4850.35
845,Shuffledrive,2012,4685.19
846,Dynazzy,2012,8743.09
847,Demizz,1963,1527.0
848,Dynabox,2001,8163.64
849,Yodoo,1998,3326.89
850,Voonder,1996,106.46
851,Twitterwire,2003,8858.6
852,Kwilith,1993,9785.34
853,Oozz,2011,8134.8
854,Kayveo,2002,8453.7
855,Yozio,2010,9687.36
856,Voonder,2012,4908.68
857,Trilia,2007,6783.5
858,Ntags,1985,6286.42
859,Thoughtbeat,2012,257.26
860,Livepath,2012,3731.46
861,Twimbo,2005,6592.61
862,Tagtune,1990,7820.53
863,Quaxo,1996,5253.6
864,Vidoo,1996,5456.25
865,Wordware,2011,1053.36
866,Pixope,2004,728.47
867,Dynabox,2003,9323.72
868,Cogidoo,1996,4386.4
869,Avamm,1991,6074.53
870,Janyx,2010,9241.93
871,Topicshots,2008,9047.34
872,Youspan,2008,6474.54
873,Riffpedia,1989,1591.59
874,Yakijo,1992,6361.6
875,Meezzy,2008,2662.6
876,Kamba,2005,7326.51
877,Demizz,1970,1463.91
878,Tekfly,2007,9123.67
879,Realbuzz,2005,2088.7
880,Wordtune,2004,2985.35
881,Skipfire,2011,6905.48
882,Einti,2012,5454.9
883,Twitterwire,2005,1976.33
884,Mynte,2007,9557.78
885,Flipbug,1988,9317.01
886,Shufflebeat,2011,9631.39
887,Oyonder,1998,1113.8
888,Meemm,1991,751.13
889,Miboo,2005,9163.13
890,Browsecat,1995,6422.38
891,Zooxo,2006,3979.52
892,Kare,2001,2477.22
893,Quinu,2006,4436.33
